loss,val_loss
0.164568707,0.102594532
0.104283936,0.124210551
0.086712815,0.066632487
0.063701384,0.064532489
0.047127832,0.069828093
0.040908955,0.066607192
0.038117658,0.05731988
0.036298927,0.052518055
0.035227399,0.043050941
0.034218542,0.044578802
0.034109384,0.040736619
0.037552617,0.031330224
0.03297133,0.030846715
0.034726959,0.031672303
0.035404291,0.036339723
0.033698134,0.028829576
0.032208644,0.028558055
0.033420101,0.027490139
0.033090148,0.043420773
0.036361303,0.031140829
0.033759825,0.03220832
0.031430289,0.028780894
0.031401087,0.033287145
0.033513233,0.030051149
0.031809501,0.030035673
0.031924013,0.032415487
0.030373435,0.028929044
0.03025002,0.030833069
0.030876556,0.027182642
0.030061619,0.030143946
0.030685874,0.027933173
0.030843353,0.030404117
0.031722154,0.026717918
0.032204855,0.02976954
0.033533197,0.038721196
0.03300032,0.029286092
0.030151667,0.030949423
0.029586291,0.027658831
0.029458679,0.028529583
0.02928978,0.026822709
0.033261161,0.026213041
0.03352797,0.03303818
0.031755216,0.032344647
0.031024721,0.030736014
0.029200122,0.03010492
0.029681655,0.030631872
0.030172445,0.028090725
0.030281682,0.033782981
0.031043166,0.026761822
0.029513245,0.027691673
0.031550527,0.027796665
0.030346081,0.02984355
0.028741937,0.030386901
0.029456064,0.030154562
0.029836889,0.029809453
0.0292241,0.029178806
0.031287719,0.033172827
0.030099833,0.030724239
0.028926276,0.028089164
0.028161354,0.027613454
0.028844759,0.029769359
0.029941926,0.027670428
0.028106039,0.029676845
0.028882265,0.031175513
0.028447511,0.028699122
0.027744938,0.027780177
0.029093785,0.027388973
0.028343359,0.028489962
0.028343346,0.027602874
0.028991876,0.028746124
0.028612651,0.028845577
0.030694498,0.032099899
0.028688313,0.028874878
0.02798038,0.026678791
0.028407285,0.027227376
0.027260704,0.027706129
0.029363899,0.028321929
0.031625256,0.034242537
0.030046619,0.027709326
0.027685776,0.028588269
0.027380805,0.027192147
0.027268406,0.028419955
0.028217908,0.027635297
0.027865293,0.027624218
0.028165046,0.025250677
0.02789228,0.029723963
0.030148569,0.031191042
0.029121278,0.026885089
0.027827466,0.02653691
0.027482659,0.023158459
0.028063161,0.02742116
0.027624745,0.027982866
0.027004844,0.026586706
0.027652374,0.027592074
0.028100615,0.026060173
0.027411867,0.026674353
0.026887713,0.027802987
0.027012277,0.024574757
0.02713546,0.025094297
0.026471188,0.025845915
0.026817147,0.023659669
0.026628671,0.024740268
0.027047465,0.023287302
0.02715344,0.022592546
0.026667386,0.024256747
0.027575886,0.022117831
0.02686934,0.025132613
0.026635248,0.023860926
0.026007462,0.023642438
0.026559364,0.027570806
0.026531816,0.024104184
0.027490921,0.02630817
0.02885301,0.026243804
0.026843825,0.026457954
0.027211098,0.026659463
0.027772166,0.026779113
0.02757656,0.0268651
0.026818251,0.025053458
0.026120316,0.024308441
0.026171789,0.026559979
0.025891175,0.027125372
0.026474003,0.024573471
0.027071409,0.022734378
0.026276497,0.021523591
0.027153678,0.021896249
0.026678229,0.026949726
0.028812304,0.033209503
0.027910866,0.023887148
0.027927177,0.024480378
0.029476045,0.027191041
0.029170275,0.026582861
0.026832752,0.027219266
0.026589168,0.025000291
0.025990384,0.023440387
0.025406338,0.023621516
0.027400147,0.024944181
0.02608373,0.023997428
0.026666816,0.022580981
0.027092593,0.021963403
0.027658544,0.022213437
0.02718059,0.026513986
0.026064591,0.023760188
0.025498956,0.021976553
0.025304759,0.024172831
0.025448125,0.023576384
0.025972893,0.022786122
0.025623336,0.021605255
0.026514407,0.019410606
0.027252432,0.025930842
0.025882933,0.023278106
0.026032634,0.023065077
0.026821336,0.023235749
0.025861183,0.022764117
0.025458977,0.02261965
0.025228098,0.021891546
0.025306989,0.024556043
0.02625099,0.02385428
0.025584498,0.019818665
0.026260644,0.023435041
0.026777631,0.026985401
0.027006237,0.023682632
0.025516449,0.024462664
0.025401041,0.023639096
0.025393637,0.023441048
0.025024934,0.021467824
0.024933137,0.022516653
0.025730265,0.026001267
0.026754342,0.022127671
0.026560398,0.024840545
0.025665503,0.023711948
0.025905393,0.021585308
0.025264686,0.023461822
0.025182715,0.021980692
0.025381483,0.023935234
0.025678718,0.021674981
0.025339153,0.024577485
0.025549786,0.021955641
0.025708023,0.018743142
0.025664613,0.023285354
0.025988935,0.020322975
0.025291614,0.023023553
0.026699632,0.022989167
0.026443552,0.019571902
0.025531571,0.02351664
0.024945883,0.019968539
0.024853723,0.021424381
0.025738019,0.024470385
0.026140239,0.021591468
0.025464723,0.021465668
0.025296286,0.024381442
0.026308944,0.023274757
0.025528161,0.02272257
0.026422976,0.020460993
0.026483085,0.024486858
0.025543028,0.02013913
0.025047228,0.021198554
0.025600525,0.022125021
0.026447529,0.026804419
0.027387805,0.021729084
0.028371224,0.022019306
0.027009502,0.0222291
0.025954857,0.022944063
0.025990697,0.025354302
0.02612697,0.022567308
0.027428383,0.025022458
0.027023731,0.020162268
0.025538256,0.022630965
0.025221946,0.021374088
0.025685193,0.02041202
0.025463704,0.022339445
0.025131186,0.021682387
0.02714989,0.022643708
0.028042391,0.023913689
0.02774575,0.02379052
0.026022999,0.022072742
0.025858847,0.022964049
0.025044719,0.02043491
0.024623908,0.020396356
0.024658563,0.01927511
0.025270984,0.017340943
0.02473462,0.01827579
0.024962451,0.016780334
0.025729736,0.016586117
0.025628539,0.018368915
0.0248487,0.020354409
0.025215071,0.019048583
0.025318796,0.021933988
0.025326969,0.020026287
0.026625646,0.019616434
0.025197294,0.020076646
0.024873836,0.017869277
0.024534084,0.017979084
0.025250131,0.017442513
0.025982229,0.02057902
0.02488612,0.020256506
0.025536396,0.020303896
0.025297282,0.020483632
0.025324885,0.018058689
0.024639372,0.017504048
0.024675056,0.018603802
0.025355423,0.018305207
0.025487371,0.0212541
0.026334355,0.022148784
0.026648257,0.020272033
0.025478126,0.018219039
0.024852065,0.017875623
0.024564341,0.018101459
0.025182132,0.018174103
0.024770575,0.020118162
0.024714369,0.017112616
0.025285603,0.01732504
0.025403451,0.019831562
0.0256991,0.019170403
0.025258811,0.018451218
0.024418416,0.018489068
0.024639901,0.017858027
0.024993252,0.019339694
0.024604226,0.019425351
0.026074039,0.020978367
0.027436148,0.023593916
0.026774921,0.019759146
0.026522174,0.019320669
0.025431225,0.020544976
0.024542917,0.019258915
0.024678573,0.018291578
0.024730347,0.017166497
0.025605122,0.015341896
0.026671039,0.019246249
0.025699059,0.021070747
0.024603831,0.019110849
0.024253964,0.017863868
0.024817146,0.017943842
0.025479399,0.018156121
0.024971038,0.017707281
0.025178764,0.01860901
0.024723001,0.020831812
0.025666887,0.019810846
0.025692882,0.019750269
0.026343759,0.019854173
0.026235331,0.021652218
0.024992822,0.01917487
0.025579045,0.020371208
0.025500366,0.019895364
0.025620472,0.01903343
0.02449625,0.01913709
0.024480207,0.017603636
0.02445888,0.018009227
0.024963474,0.016207449
0.024624163,0.01697194
0.025123026,0.019204458
0.024322273,0.020478822
0.024627117,0.017786594
0.024972057,0.019441087
0.024752088,0.017550504
0.025173729,0.022393012
0.025916653,0.020341897
0.025836637,0.019268323
0.02561079,0.018838892
0.025534248,0.020602943
0.024822386,0.01928057
,
0.028459194,0.025565282
