loss,val_loss
0.168358892,0.04848671
0.102434404,0.131954178
0.077974513,0.101156771
0.055365223,0.098691933
0.046474267,0.065688998
0.038180094,0.055719279
0.034350481,0.046473425
0.031924259,0.040894721
0.029925438,0.028613118
0.030129788,0.03135271
0.029619809,0.024447583
0.030002818,0.028798973
0.030064063,0.019543333
0.032467131,0.020162925
0.02871263,0.021921758
0.027540632,0.017777991
0.028070737,0.018342495
0.030978875,0.018425064
0.033564348,0.01804468
0.031044811,0.019887168
0.030392457,0.024248188
0.028682796,0.020918088
0.027683619,0.019692572
0.028121974,0.023317652
0.028060028,0.01743526
0.028044984,0.01662343
0.029688181,0.015822912
0.029263983,0.016907807
0.027150769,0.020952363
0.028795203,0.024991419
0.028622165,0.018533505
0.028487748,0.018229112
0.027496545,0.017007492
0.027061727,0.017287737
0.026693821,0.015019051
0.027466977,0.01853719
0.030272039,0.020816574
0.031159705,0.024040744
0.027854314,0.01698014
0.02745758,0.018355697
0.027893309,0.020091981
0.028833779,0.020476449
0.028988326,0.020789217
0.029685063,0.020478062
0.02892164,0.024594266
0.027778907,0.020834437
0.028463364,0.01835607
0.028628509,0.016157579
0.02753696,0.015564795
0.027048558,0.017240636
0.027004609,0.013617774
0.027682595,0.013593583
0.028181041,0.014840608
0.026755467,0.016136643
0.026638221,0.019161923
0.027426891,0.017002434
0.027911941,0.017205864
0.027644591,0.017091671
0.028721688,0.017730378
0.02726681,0.015776958
0.028937103,0.016712505
0.029163681,0.01941709
0.028925538,0.018051211
0.027775833,0.016847171
0.027818901,0.015046231
0.026357252,0.016219476
0.027418507,0.017961677
0.026239788,0.014356581
0.0261926,0.014926094
0.026346548,0.016645396
0.026252717,0.015782768
0.02592684,0.015836691
0.026407307,0.014684578
0.026600448,0.017540388
0.027259683,0.014960954
0.02745322,0.015903469
0.029995043,0.021784764
0.026696807,0.018577723
0.026182152,0.017587826
0.025772866,0.015386701
0.02576142,0.013638932
0.026288113,0.01493287
0.026175261,0.014590449
0.026582647,0.015275116
